TIME STAMP:30
SYSTEM TIME: Thu Oct 18 21:27:22 2018
,Unassigned Vehicles Found,687
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:54430
SYSTEM TIME: Thu Oct 18 22:22:03 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,63

,Average Computation Time,3.14514
,Maximum Computation Time,10
,Service Rate,28.2608
,Service Rate After Re-Balancing,54.5843
,Average Waiting Time,499.118
,Average Total Travel Delay,167.907
,Average In Car Travel Delay,-615.142
,Occupancy (Passengers/Vehicle),1.42521
,Unassigned Requests Found,14
,Unassigned Vehicles Found,690
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:54500
SYSTEM TIME: Thu Oct 18 22:22:06 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,71

,Average Computation Time,3.14348
,Maximum Computation Time,10
,Service Rate,28.272
,Service Rate After Re-Balancing,54.5962
,Average Waiting Time,499.034
,Average Total Travel Delay,167.929
,Average In Car Travel Delay,-615.057
,Occupancy (Passengers/Vehicle),1.42511
,Unassigned Requests Found,16
,Unassigned Vehicles Found,678
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:54530
SYSTEM TIME: Thu Oct 18 22:22:08 2018
,Iteration Computation Time,1
,Number of vehicles available,1000
,Number of pending requests,64

,Average Computation Time,3.14038
,Maximum Computation Time,10
,Service Rate,28.2829
,Service Rate After Re-Balancing,54.6094
,Average Waiting Time,499.117
,Average Total Travel Delay,167.9
,Average In Car Travel Delay,-614.926
,Occupancy (Passengers/Vehicle),1.425
,Unassigned Requests Found,12
,Unassigned Vehicles Found,679
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:54600
SYSTEM TIME: Thu Oct 18 22:22:11 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,61

,Average Computation Time,3.13873
,Maximum Computation Time,10
,Service Rate,28.2977
,Service Rate After Re-Balancing,54.6219
,Average Waiting Time,499.162
,Average Total Travel Delay,167.852
,Average In Car Travel Delay,-614.897
,Occupancy (Passengers/Vehicle),1.42489
,Unassigned Requests Found,9
,Unassigned Vehicles Found,676
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:54630
SYSTEM TIME: Thu Oct 18 22:22:13 2018
,Iteration Computation Time,1
,Number of vehicles available,1000
,Number of pending requests,49

,Average Computation Time,3.13564
,Maximum Computation Time,10
,Service Rate,28.3128
,Service Rate After Re-Balancing,54.6372
,Average Waiting Time,499.166
,Average Total Travel Delay,167.851
,Average In Car Travel Delay,-614.89
,Occupancy (Passengers/Vehicle),1.42479
,Unassigned Requests Found,9
,Unassigned Vehicles Found,679
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:54700
SYSTEM TIME: Thu Oct 18 22:22:16 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,57

,Average Computation Time,3.13401
,Maximum Computation Time,10
,Service Rate,28.3141
,Service Rate After Re-Balancing,54.6402
,Average Waiting Time,499.056
,Average Total Travel Delay,167.913
,Average In Car Travel Delay,-614.882
,Occupancy (Passengers/Vehicle),1.42468
,Unassigned Requests Found,18
,Unassigned Vehicles Found,685
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:54730
SYSTEM TIME: Thu Oct 18 22:22:18 2018
,Iteration Computation Time,1
,Number of vehicles available,1000
,Number of pending requests,50

,Average Computation Time,3.13093
,Maximum Computation Time,10
,Service Rate,28.3191
,Service Rate After Re-Balancing,54.6495
,Average Waiting Time,499.05
,Average Total Travel Delay,167.895
,Average In Car Travel Delay,-614.763
,Occupancy (Passengers/Vehicle),1.42457
,Unassigned Requests Found,16
,Unassigned Vehicles Found,688
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:54800
SYSTEM TIME: Thu Oct 18 22:22:21 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,63

,Average Computation Time,3.12931
,Maximum Computation Time,10
,Service Rate,28.3284
,Service Rate After Re-Balancing,54.6612
,Average Waiting Time,499.05
,Average Total Travel Delay,167.886
,Average In Car Travel Delay,-614.796
,Occupancy (Passengers/Vehicle),1.42446
,Unassigned Requests Found,20
,Unassigned Vehicles Found,683
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:54830
SYSTEM TIME: Thu Oct 18 22:22:23 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,55

,Average Computation Time,3.12769
,Maximum Computation Time,10
,Service Rate,28.3342
,Service Rate After Re-Balancing,54.6677
,Average Waiting Time,499.069
,Average Total Travel Delay,167.862
,Average In Car Travel Delay,-614.767
,Occupancy (Passengers/Vehicle),1.42435
,Unassigned Requests Found,16
,Unassigned Vehicles Found,685
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:54900
SYSTEM TIME: Thu Oct 18 22:22:26 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,70

,Average Computation Time,3.12607
,Maximum Computation Time,10
,Service Rate,28.3391
,Service Rate After Re-Balancing,54.6707
,Average Waiting Time,498.992
,Average Total Travel Delay,167.868
,Average In Car Travel Delay,-614.731
,Occupancy (Passengers/Vehicle),1.42424
,Unassigned Requests Found,24
,Unassigned Vehicles Found,682
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:54930
SYSTEM TIME: Thu Oct 18 22:22:29 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,70

,Average Computation Time,3.12446
,Maximum Computation Time,10
,Service Rate,28.3366
,Service Rate After Re-Balancing,54.6771
,Average Waiting Time,498.991
,Average Total Travel Delay,167.826
,Average In Car Travel Delay,-614.695
,Occupancy (Passengers/Vehicle),1.4241
,Unassigned Requests Found,22
,Unassigned Vehicles Found,689
,ILP Solve Time,1
,Rebalance Time,1

TIME STAMP:55000
SYSTEM TIME: Thu Oct 18 22:22:32 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,68

,Average Computation Time,3.12286
,Maximum Computation Time,10
,Service Rate,28.3511
,Service Rate After Re-Balancing,54.6899
,Average Waiting Time,499.022
,Average Total Travel Delay,167.816
,Average In Car Travel Delay,-614.734
,Occupancy (Passengers/Vehicle),1.42397
,Unassigned Requests Found,25
,Unassigned Vehicles Found,692
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:55030
SYSTEM TIME: Thu Oct 18 22:22:34 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,70

,Average Computation Time,3.12125
,Maximum Computation Time,10
,Service Rate,28.3554
,Service Rate After Re-Balancing,54.7014
,Average Waiting Time,499.043
,Average Total Travel Delay,167.806
,Average In Car Travel Delay,-614.691
,Occupancy (Passengers/Vehicle),1.42383
,Unassigned Requests Found,26
,Unassigned Vehicles Found,691
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:55100
SYSTEM TIME: Thu Oct 18 22:22:37 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,77

,Average Computation Time,3.12108
,Maximum Computation Time,10
,Service Rate,28.3656
,Service Rate After Re-Balancing,54.7118
,Average Waiting Time,498.991
,Average Total Travel Delay,167.766
,Average In Car Travel Delay,-614.683
,Occupancy (Passengers/Vehicle),1.42369
,Unassigned Requests Found,30
,Unassigned Vehicles Found,688
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:55130
SYSTEM TIME: Thu Oct 18 22:22:40 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,69

,Average Computation Time,3.12091
,Maximum Computation Time,10
,Service Rate,28.364
,Service Rate After Re-Balancing,54.7142
,Average Waiting Time,499.04
,Average Total Travel Delay,167.765
,Average In Car Travel Delay,-614.653
,Occupancy (Passengers/Vehicle),1.42356
,Unassigned Requests Found,23
,Unassigned Vehicles Found,694
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:55200
SYSTEM TIME: Thu Oct 18 22:22:43 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,73

,Average Computation Time,3.11932
,Maximum Computation Time,10
,Service Rate,28.3699
,Service Rate After Re-Balancing,54.7203
,Average Waiting Time,498.923
,Average Total Travel Delay,167.786
,Average In Car Travel Delay,-614.635
,Occupancy (Passengers/Vehicle),1.42343
,Unassigned Requests Found,18
,Unassigned Vehicles Found,689
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:55230
SYSTEM TIME: Thu Oct 18 22:22:45 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,66

,Average Computation Time,3.11773
,Maximum Computation Time,10
,Service Rate,28.3809
,Service Rate After Re-Balancing,54.7346
,Average Waiting Time,498.973
,Average Total Travel Delay,167.783
,Average In Car Travel Delay,-614.61
,Occupancy (Passengers/Vehicle),1.42331
,Unassigned Requests Found,15
,Unassigned Vehicles Found,687
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:55300
SYSTEM TIME: Thu Oct 18 22:22:48 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,78

,Average Computation Time,3.11615
,Maximum Computation Time,10
,Service Rate,28.3957
,Service Rate After Re-Balancing,54.7516
,Average Waiting Time,498.926
,Average Total Travel Delay,167.82
,Average In Car Travel Delay,-614.536
,Occupancy (Passengers/Vehicle),1.4232
,Unassigned Requests Found,24
,Unassigned Vehicles Found,686
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:55330
SYSTEM TIME: Thu Oct 18 22:22:51 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,69

,Average Computation Time,3.11457
,Maximum Computation Time,10
,Service Rate,28.3998
,Service Rate After Re-Balancing,54.7608
,Average Waiting Time,499.05
,Average Total Travel Delay,167.81
,Average In Car Travel Delay,-614.466
,Occupancy (Passengers/Vehicle),1.42309
,Unassigned Requests Found,14
,Unassigned Vehicles Found,683
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:55400
SYSTEM TIME: Thu Oct 18 22:22:53 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,80

,Average Computation Time,3.11299
,Maximum Computation Time,10
,Service Rate,28.4102
,Service Rate After Re-Balancing,54.769
,Average Waiting Time,498.997
,Average Total Travel Delay,167.822
,Average In Car Travel Delay,-614.332
,Occupancy (Passengers/Vehicle),1.42298
,Unassigned Requests Found,18
,Unassigned Vehicles Found,685
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:55430
SYSTEM TIME: Thu Oct 18 22:22:56 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,71

,Average Computation Time,3.11142
,Maximum Computation Time,10
,Service Rate,28.4164
,Service Rate After Re-Balancing,54.7777
,Average Waiting Time,499.031
,Average Total Travel Delay,167.834
,Average In Car Travel Delay,-614.271
,Occupancy (Passengers/Vehicle),1.42286
,Unassigned Requests Found,15
,Unassigned Vehicles Found,679
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:55500
SYSTEM TIME: Thu Oct 18 22:22:59 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,75

,Average Computation Time,3.10986
,Maximum Computation Time,10
,Service Rate,28.4236
,Service Rate After Re-Balancing,54.7865
,Average Waiting Time,498.845
,Average Total Travel Delay,167.822
,Average In Car Travel Delay,-614.235
,Occupancy (Passengers/Vehicle),1.42274
,Unassigned Requests Found,21
,Unassigned Vehicles Found,681
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:55530
SYSTEM TIME: Thu Oct 18 22:23:01 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,76

,Average Computation Time,3.1083
,Maximum Computation Time,10
,Service Rate,28.4284
,Service Rate After Re-Balancing,54.7945
,Average Waiting Time,498.937
,Average Total Travel Delay,167.828
,Average In Car Travel Delay,-614.227
,Occupancy (Passengers/Vehicle),1.42263
,Unassigned Requests Found,21
,Unassigned Vehicles Found,679
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:55600
SYSTEM TIME: Thu Oct 18 22:23:04 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,89

,Average Computation Time,3.10815
,Maximum Computation Time,10
,Service Rate,28.445
,Service Rate After Re-Balancing,54.8128
,Average Waiting Time,498.966
,Average Total Travel Delay,167.799
,Average In Car Travel Delay,-614.356
,Occupancy (Passengers/Vehicle),1.42252
,Unassigned Requests Found,34
,Unassigned Vehicles Found,677
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:55630
SYSTEM TIME: Thu Oct 18 22:23:07 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,88

,Average Computation Time,3.10799
,Maximum Computation Time,10
,Service Rate,28.4437
,Service Rate After Re-Balancing,54.8196
,Average Waiting Time,498.988
,Average Total Travel Delay,167.79
,Average In Car Travel Delay,-614.29
,Occupancy (Passengers/Vehicle),1.42241
,Unassigned Requests Found,25
,Unassigned Vehicles Found,673
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:55700
SYSTEM TIME: Thu Oct 18 22:23:10 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,97

,Average Computation Time,3.10784
,Maximum Computation Time,10
,Service Rate,28.4534
,Service Rate After Re-Balancing,54.8288
,Average Waiting Time,498.865
,Average Total Travel Delay,167.762
,Average In Car Travel Delay,-614.293
,Occupancy (Passengers/Vehicle),1.4223
,Unassigned Requests Found,31
,Unassigned Vehicles Found,673
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:55730
SYSTEM TIME: Thu Oct 18 22:23:13 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,89

,Average Computation Time,3.10769
,Maximum Computation Time,10
,Service Rate,28.4528
,Service Rate After Re-Balancing,54.8378
,Average Waiting Time,498.817
,Average Total Travel Delay,167.796
,Average In Car Travel Delay,-614.187
,Occupancy (Passengers/Vehicle),1.42219
,Unassigned Requests Found,23
,Unassigned Vehicles Found,676
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:55800
SYSTEM TIME: Thu Oct 18 22:23:16 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,78

,Average Computation Time,3.10614
,Maximum Computation Time,10
,Service Rate,28.4714
,Service Rate After Re-Balancing,54.86
,Average Waiting Time,498.71
,Average Total Travel Delay,167.846
,Average In Car Travel Delay,-614.157
,Occupancy (Passengers/Vehicle),1.42209
,Unassigned Requests Found,15
,Unassigned Vehicles Found,673
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:55830
SYSTEM TIME: Thu Oct 18 22:23:18 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,74

,Average Computation Time,3.1046
,Maximum Computation Time,10
,Service Rate,28.4814
,Service Rate After Re-Balancing,54.8716
,Average Waiting Time,498.699
,Average Total Travel Delay,167.838
,Average In Car Travel Delay,-614.009
,Occupancy (Passengers/Vehicle),1.42199
,Unassigned Requests Found,15
,Unassigned Vehicles Found,680
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:55900
SYSTEM TIME: Thu Oct 18 22:23:21 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,71

,Average Computation Time,3.10306
,Maximum Computation Time,10
,Service Rate,28.4868
,Service Rate After Re-Balancing,54.8781
,Average Waiting Time,498.593
,Average Total Travel Delay,167.837
,Average In Car Travel Delay,-614.017
,Occupancy (Passengers/Vehicle),1.42188
,Unassigned Requests Found,16
,Unassigned Vehicles Found,675
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:55930
SYSTEM TIME: Thu Oct 18 22:23:24 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,57

,Average Computation Time,3.10153
,Maximum Computation Time,10
,Service Rate,28.498
,Service Rate After Re-Balancing,54.8895
,Average Waiting Time,498.592
,Average Total Travel Delay,167.832
,Average In Car Travel Delay,-613.994
,Occupancy (Passengers/Vehicle),1.42176
,Unassigned Requests Found,13
,Unassigned Vehicles Found,678
,ILP Solve Time,1
,Rebalance Time,1

TIME STAMP:60000
SYSTEM TIME: Thu Oct 18 22:23:26 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,67

,Average Computation Time,3.1
,Maximum Computation Time,10
,Service Rate,28.5087
,Service Rate After Re-Balancing,54.9006
,Average Waiting Time,498.538
,Average Total Travel Delay,167.848
,Average In Car Travel Delay,-613.926
,Occupancy (Passengers/Vehicle),1.42165
,Unassigned Requests Found,20
,Unassigned Vehicles Found,679
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:60030
SYSTEM TIME: Thu Oct 18 22:23:29 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,65

,Average Computation Time,3.09847
,Maximum Computation Time,10
,Service Rate,28.5094
,Service Rate After Re-Balancing,54.9051
,Average Waiting Time,498.53
,Average Total Travel Delay,167.816
,Average In Car Travel Delay,-613.937
,Occupancy (Passengers/Vehicle),1.42156
,Unassigned Requests Found,14
,Unassigned Vehicles Found,681
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:60100
SYSTEM TIME: Thu Oct 18 22:23:31 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,62

,Average Computation Time,3.09695
,Maximum Computation Time,10
,Service Rate,28.5222
,Service Rate After Re-Balancing,54.9183
,Average Waiting Time,498.434
,Average Total Travel Delay,167.785
,Average In Car Travel Delay,-613.835
,Occupancy (Passengers/Vehicle),1.42145
,Unassigned Requests Found,13
,Unassigned Vehicles Found,686
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:60130
SYSTEM TIME: Thu Oct 18 22:23:34 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,59

,Average Computation Time,3.09544
,Maximum Computation Time,10
,Service Rate,28.5289
,Service Rate After Re-Balancing,54.9252
,Average Waiting Time,498.449
,Average Total Travel Delay,167.774
,Average In Car Travel Delay,-613.812
,Occupancy (Passengers/Vehicle),1.42134
,Unassigned Requests Found,17
,Unassigned Vehicles Found,695
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:60200
SYSTEM TIME: Thu Oct 18 22:23:37 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,61

,Average Computation Time,3.09392
,Maximum Computation Time,10
,Service Rate,28.5374
,Service Rate After Re-Balancing,54.9391
,Average Waiting Time,498.379
,Average Total Travel Delay,167.721
,Average In Car Travel Delay,-613.831
,Occupancy (Passengers/Vehicle),1.42124
,Unassigned Requests Found,19
,Unassigned Vehicles Found,697
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:60230
SYSTEM TIME: Thu Oct 18 22:23:39 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,57

,Average Computation Time,3.09241
,Maximum Computation Time,10
,Service Rate,28.5366
,Service Rate After Re-Balancing,54.9416
,Average Waiting Time,498.351
,Average Total Travel Delay,167.72
,Average In Car Travel Delay,-613.899
,Occupancy (Passengers/Vehicle),1.42113
,Unassigned Requests Found,17
,Unassigned Vehicles Found,701
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:60300
SYSTEM TIME: Thu Oct 18 22:23:42 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,73

,Average Computation Time,3.09091
,Maximum Computation Time,10
,Service Rate,28.5418
,Service Rate After Re-Balancing,54.9487
,Average Waiting Time,498.251
,Average Total Travel Delay,167.719
,Average In Car Travel Delay,-613.937
,Occupancy (Passengers/Vehicle),1.42103
,Unassigned Requests Found,19
,Unassigned Vehicles Found,696
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:60330
SYSTEM TIME: Thu Oct 18 22:23:44 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,71

,Average Computation Time,3.08941
,Maximum Computation Time,10
,Service Rate,28.5411
,Service Rate After Re-Balancing,54.9495
,Average Waiting Time,498.271
,Average Total Travel Delay,167.687
,Average In Car Travel Delay,-613.834
,Occupancy (Passengers/Vehicle),1.42092
,Unassigned Requests Found,13
,Unassigned Vehicles Found,697
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:60400
SYSTEM TIME: Thu Oct 18 22:23:47 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,72

,Average Computation Time,3.08791
,Maximum Computation Time,10
,Service Rate,28.5531
,Service Rate After Re-Balancing,54.9574
,Average Waiting Time,498.209
,Average Total Travel Delay,167.66
,Average In Car Travel Delay,-613.692
,Occupancy (Passengers/Vehicle),1.4208
,Unassigned Requests Found,12
,Unassigned Vehicles Found,695
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:60430
SYSTEM TIME: Thu Oct 18 22:23:49 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,58

,Average Computation Time,3.08642
,Maximum Computation Time,10
,Service Rate,28.5593
,Service Rate After Re-Balancing,54.9623
,Average Waiting Time,498.177
,Average Total Travel Delay,167.656
,Average In Car Travel Delay,-613.603
,Occupancy (Passengers/Vehicle),1.42067
,Unassigned Requests Found,11
,Unassigned Vehicles Found,698
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:60500
SYSTEM TIME: Thu Oct 18 22:23:52 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,61

,Average Computation Time,3.08493
,Maximum Computation Time,10
,Service Rate,28.5698
,Service Rate After Re-Balancing,54.9753
,Average Waiting Time,498.088
,Average Total Travel Delay,167.67
,Average In Car Travel Delay,-613.572
,Occupancy (Passengers/Vehicle),1.42055
,Unassigned Requests Found,10
,Unassigned Vehicles Found,702
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:60530
SYSTEM TIME: Thu Oct 18 22:23:54 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,57

,Average Computation Time,3.08345
,Maximum Computation Time,10
,Service Rate,28.5706
,Service Rate After Re-Balancing,54.973
,Average Waiting Time,498.161
,Average Total Travel Delay,167.624
,Average In Car Travel Delay,-613.644
,Occupancy (Passengers/Vehicle),1.42041
,Unassigned Requests Found,10
,Unassigned Vehicles Found,703
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:60600
SYSTEM TIME: Thu Oct 18 22:23:57 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,71

,Average Computation Time,3.08197
,Maximum Computation Time,10
,Service Rate,28.5769
,Service Rate After Re-Balancing,54.9801
,Average Waiting Time,498.08
,Average Total Travel Delay,167.668
,Average In Car Travel Delay,-613.589
,Occupancy (Passengers/Vehicle),1.42029
,Unassigned Requests Found,14
,Unassigned Vehicles Found,701
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:60630
SYSTEM TIME: Thu Oct 18 22:23:59 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,68

,Average Computation Time,3.08049
,Maximum Computation Time,10
,Service Rate,28.5789
,Service Rate After Re-Balancing,54.978
,Average Waiting Time,498.074
,Average Total Travel Delay,167.671
,Average In Car Travel Delay,-613.617
,Occupancy (Passengers/Vehicle),1.42018
,Unassigned Requests Found,15
,Unassigned Vehicles Found,704
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:60700
SYSTEM TIME: Thu Oct 18 22:24:02 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,69

,Average Computation Time,3.07902
,Maximum Computation Time,10
,Service Rate,28.5952
,Service Rate After Re-Balancing,54.997
,Average Waiting Time,498.14
,Average Total Travel Delay,167.639
,Average In Car Travel Delay,-613.618
,Occupancy (Passengers/Vehicle),1.42007
,Unassigned Requests Found,19
,Unassigned Vehicles Found,706
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:60730
SYSTEM TIME: Thu Oct 18 22:24:04 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,55

,Average Computation Time,3.07755
,Maximum Computation Time,10
,Service Rate,28.6072
,Service Rate After Re-Balancing,55.0123
,Average Waiting Time,498.192
,Average Total Travel Delay,167.69
,Average In Car Travel Delay,-613.583
,Occupancy (Passengers/Vehicle),1.41995
,Unassigned Requests Found,16
,Unassigned Vehicles Found,710
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:60800
SYSTEM TIME: Thu Oct 18 22:24:07 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,67

,Average Computation Time,3.07609
,Maximum Computation Time,10
,Service Rate,28.6147
,Service Rate After Re-Balancing,55.0228
,Average Waiting Time,498.116
,Average Total Travel Delay,167.665
,Average In Car Travel Delay,-613.566
,Occupancy (Passengers/Vehicle),1.41985
,Unassigned Requests Found,18
,Unassigned Vehicles Found,711
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:60830
SYSTEM TIME: Thu Oct 18 22:24:10 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,57

,Average Computation Time,3.07463
,Maximum Computation Time,10
,Service Rate,28.6203
,Service Rate After Re-Balancing,55.0302
,Average Waiting Time,498.087
,Average Total Travel Delay,167.657
,Average In Car Travel Delay,-613.599
,Occupancy (Passengers/Vehicle),1.41974
,Unassigned Requests Found,13
,Unassigned Vehicles Found,712
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:60900
SYSTEM TIME: Thu Oct 18 22:24:12 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,69

,Average Computation Time,3.07317
,Maximum Computation Time,10
,Service Rate,28.6244
,Service Rate After Re-Balancing,55.0342
,Average Waiting Time,498.035
,Average Total Travel Delay,167.657
,Average In Car Travel Delay,-613.536
,Occupancy (Passengers/Vehicle),1.41963
,Unassigned Requests Found,19
,Unassigned Vehicles Found,716
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:60930
SYSTEM TIME: Thu Oct 18 22:24:15 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,63

,Average Computation Time,3.07172
,Maximum Computation Time,10
,Service Rate,28.6272
,Service Rate After Re-Balancing,55.0464
,Average Waiting Time,498.073
,Average Total Travel Delay,167.652
,Average In Car Travel Delay,-613.491
,Occupancy (Passengers/Vehicle),1.41951
,Unassigned Requests Found,14
,Unassigned Vehicles Found,715
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:61000
SYSTEM TIME: Thu Oct 18 22:24:17 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,69

,Average Computation Time,3.07027
,Maximum Computation Time,10
,Service Rate,28.6332
,Service Rate After Re-Balancing,55.0528
,Average Waiting Time,498.051
,Average Total Travel Delay,167.667
,Average In Car Travel Delay,-613.462
,Occupancy (Passengers/Vehicle),1.4194
,Unassigned Requests Found,15
,Unassigned Vehicles Found,714
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:61030
SYSTEM TIME: Thu Oct 18 22:24:20 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,65

,Average Computation Time,3.06883
,Maximum Computation Time,10
,Service Rate,28.6397
,Service Rate After Re-Balancing,55.0594
,Average Waiting Time,498.094
,Average Total Travel Delay,167.665
,Average In Car Travel Delay,-613.494
,Occupancy (Passengers/Vehicle),1.41929
,Unassigned Requests Found,13
,Unassigned Vehicles Found,716
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:61100
SYSTEM TIME: Thu Oct 18 22:24:22 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,64

,Average Computation Time,3.06739
